ENSG00000223972.5_DDX11L1
ENSG00000233304.7_LINC01346
ENSG00000226374.3_LINC01345
ENSG00000284668.2_LINC02780
ENSG00000284703.1_ENSG00000284703
ENSG00000229280.1_EEF1DP6
ENSG00000235054.4_LINC01777
ENSG00000284694.1_ENSG00000284694
ENSG00000227169.2_ENSG00000227169
ENSG00000232596.3_LINC01646
ENSG00000196581.11_AJAP1
ENSG00000287586.1_ENSG00000287586
ENSG00000284739.1_ENSG00000284739
ENSG00000284674.1_LINC02781
ENSG00000231510.1_LINC02782
ENSG00000284616.1_ENSG00000284616
ENSG00000284692.2_ENSG00000284692
ENSG00000284666.1_ENSG00000284666
ENSG00000260972.1_ENSG00000260972
ENSG00000283356.1_ENSG00000283356
ENSG00000236948.2_ENSG00000236948
ENSG00000264341.1_ENSG00000264341
ENSG00000264101.1_MIR4689
ENSG00000131697.18_NPHP4
ENSG00000069424.16_KCNAB2
ENSG00000116254.18_CHD5
ENSG00000285629.1_ENSG00000285629
ENSG00000116251.11_RPL22
ENSG00000226944.1_RNF207-AS1
ENSG00000158286.13_RNF207
ENSG00000116237.16_ICMT
ENSG00000225077.3_LINC00337
ENSG00000173673.8_HES3
ENSG00000158292.7_GPR153
ENSG00000097021.20_ACOT7
ENSG00000271746.1_ENSG00000271746
ENSG00000069812.11_HES2
ENSG00000187017.18_ESPN
ENSG00000265392.1_MIR4252
ENSG00000231868.1_ENSG00000231868
ENSG00000215788.11_TNFRSF25
ENSG00000171680.23_PLEKHG5
ENSG00000162408.11_NOL9
ENSG00000253022.1_RNU6-731P
ENSG00000229519.2_ENSG00000229519
ENSG00000173662.21_TAS1R1
ENSG00000204859.13_ZBTB48
ENSG00000162413.17_KLHL21
ENSG00000116273.6_PHF13
ENSG00000041988.16_THAP3
ENSG00000007923.17_DNAJC11
ENSG00000228750.7_LINC01672
ENSG00000284744.1_ENSG00000284744
ENSG00000237436.1_CAMTA1-DT
ENSG00000171735.19_CAMTA1
ENSG00000227950.1_ENSG00000227950
ENSG00000237365.1_ENSG00000237365
ENSG00000207056.1_RNU1-8P
ENSG00000237402.1_CAMTA1-IT1
ENSG00000237728.2_CAMTA1-AS2
ENSG00000225126.1_CAMTA1-AS1
ENSG00000270171.1_ENSG00000270171
ENSG00000270035.1_ENSG00000270035
ENSG00000269978.1_ENSG00000269978
ENSG00000049245.13_VAMP3
ENSG00000269925.1_ENSG00000269925
ENSG00000049246.15_PER3
ENSG00000236266.1_ENSG00000236266
ENSG00000049247.14_UTS2
ENSG00000049249.9_TNFRSF9
ENSG00000270330.1_ENSG00000270330
ENSG00000116288.13_PARK7
ENSG00000200344.1_Y_RNA
ENSG00000284747.1_ENSG00000284747
ENSG00000284716.1_ENSG00000284716
ENSG00000116285.13_ERRFI1
ENSG00000238290.1_ENSG00000238290
ENSG00000232848.1_ENSG00000232848
ENSG00000229305.1_ENSG00000229305
ENSG00000288816.1_ENSG00000288816
ENSG00000227634.3_LINC01714
ENSG00000200975.1_RNU1-7P
ENSG00000233645.1_ENSG00000233645
ENSG00000251977.1_RNU6-991P
ENSG00000162426.16_SLC45A1
ENSG00000252254.1_Y_RNA
ENSG00000142599.19_RERE
ENSG00000232912.6_RERE-AS1
ENSG00000221083.1_ENSG00000221083
ENSG00000270282.1_ENSG00000270282
ENSG00000234619.1_RPL7P11
ENSG00000224315.2_RPL7P7
ENSG00000222511.2_Y_RNA
ENSG00000226545.1_ENSG00000226545
ENSG00000228423.2_ENSG00000228423
ENSG00000229716.2_RPL23AP19
ENSG00000074800.16_ENO1
ENSG00000274258.1_MIR6728
ENSG00000230679.1_ENO1-AS1
ENSG00000201725.1_RNU6-304P
ENSG00000238249.2_HMGN2P17
ENSG00000232208.2_ENSG00000232208
ENSG00000232663.2_ENSG00000232663
ENSG00000131686.15_CA6
ENSG00000265141.2_RN7SL451P
ENSG00000197241.4_SLC2A7
ENSG00000142583.18_SLC2A5
ENSG00000252404.1_ENSG00000252404
ENSG00000180758.12_GPR157
ENSG00000228526.7_MIR34AHG
ENSG00000284357.1_MIR34A
ENSG00000234546.5_LNCTAM34A
ENSG00000049239.13_H6PD
ENSG00000171621.14_SPSB1
ENSG00000284652.1_ENSG00000284652
ENSG00000284693.2_LINC02606
ENSG00000252956.1_RNA5SP40
ENSG00000235263.1_ENSG00000235263
ENSG00000171612.7_SLC25A33
ENSG00000231181.1_ENSG00000231181
ENSG00000188807.13_TMEM201
ENSG00000171608.17_PIK3CD
ENSG00000179840.5_PIK3CD-AS1
ENSG00000233268.3_ENSG00000233268
ENSG00000231789.3_PIK3CD-AS2
ENSG00000171603.18_CLSTN1
ENSG00000271264.1_MZT1P1
ENSG00000280113.2_ENSG00000280113
ENSG00000178585.15_CTNNBIP1
ENSG00000223989.1_ENSG00000223989
ENSG00000285701.1_ENSG00000285701
ENSG00000162441.12_LZIC
ENSG00000228150.1_ENSG00000228150
ENSG00000173614.14_NMNAT1
ENSG00000202415.1_RN7SKP269
ENSG00000283611.2_TMEM274P
ENSG00000265521.1_MIR5697
ENSG00000241326.1_ENSG00000241326
ENSG00000162444.12_RBP7
ENSG00000130939.20_UBE4B
ENSG00000224340.1_ENSG00000224340
ENSG00000233623.2_PGAM1P11
ENSG00000201746.1_RNU6-828P
ENSG00000054523.19_KIF1B
ENSG00000264881.1_ENSG00000264881
ENSG00000199562.1_RNU6-37P
ENSG00000264501.2_RN7SL731P
ENSG00000284735.1_ENSG00000284735
ENSG00000284642.1_ENSG00000284642
ENSG00000142657.21_PGD
ENSG00000271989.1_ENSG00000271989
ENSG00000251503.8_CENPS-CORT
ENSG00000175279.22_CENPS
ENSG00000241563.4_CORT
ENSG00000160049.12_DFFA
ENSG00000203469.2_ENSG00000203469
ENSG00000142655.13_PEX14
ENSG00000287727.1_ENSG00000287727
ENSG00000243267.3_RN7SL614P
ENSG00000130940.15_CASZ1
ENSG00000272078.1_ENSG00000272078
ENSG00000225158.2_HSPE1P24
ENSG00000175262.14_C1orf127
ENSG00000215785.2_CFL1P6
ENSG00000120948.19_TARDBP
ENSG00000009724.17_MASP2
ENSG00000116649.10_SRM
ENSG00000171824.14_EXOSC10
ENSG00000226849.1_ENSG00000226849
ENSG00000230337.2_EXOSC10-AS1
ENSG00000198793.13_MTOR
ENSG00000225602.5_MTOR-AS1
ENSG00000253086.1_RNU6-537P
ENSG00000171819.5_ANGPTL7
ENSG00000207451.1_RNU6-291P
ENSG00000238173.1_RPL39P6
ENSG00000120942.14_UBIAD1
ENSG00000238199.1_UBE2V2P3
ENSG00000284646.1_ENSG00000284646
ENSG00000224338.2_MTCYBP45
ENSG00000204624.8_DISP3
ENSG00000285833.1_ENSG00000285833
ENSG00000235643.2_LINC01647
ENSG00000284708.1_ENSG00000284708
ENSG00000116661.11_FBXO2
ENSG00000132879.14_FBXO44
ENSG00000116663.11_FBXO6
ENSG00000116670.15_MAD2L2
ENSG00000162490.7_DRAXIN
ENSG00000177674.16_AGTRAP
ENSG00000215910.8_C1orf167
ENSG00000177553.6_C1orf167-AS1
ENSG00000177000.13_MTHFR
ENSG00000011021.23_CLCN6
ENSG00000276470.1_ENSG00000276470
ENSG00000278852.1_ENSG00000278852
ENSG00000175206.11_NPPA
ENSG00000275915.1_ENSG00000275915
ENSG00000120937.9_NPPB
ENSG00000224904.1_SBF1P2
ENSG00000285646.2_ENSG00000285646
ENSG00000199347.1_RNU5E-1
ENSG00000201801.1_RNU5E-4P
ENSG00000116685.16_KIAA2013
ENSG00000083444.17_PLOD1
ENSG00000287384.1_ENSG00000287384
ENSG00000116688.18_MFN2
ENSG00000270914.1_ENSG00000270914
ENSG00000116691.11_MIIP
ENSG00000202461.1_Y_RNA
ENSG00000276869.1_MIR6729
ENSG00000243539.3_RN7SL649P
ENSG00000120949.15_TNFRSF8
ENSG00000201135.1_RNU6-777P
ENSG00000227875.2_RPL23AP89
ENSG00000285604.1_ENSG00000285604
ENSG00000283789.1_MIR7846
ENSG00000028137.19_TNFRSF1B
ENSG00000263676.1_MIR4632
ENSG00000225196.2_RPL10P17
ENSG00000252969.1_SNORA70
ENSG00000048707.15_VPS13D
ENSG00000239149.1_SNORA59A
ENSG00000229484.2_LINC02766
ENSG00000162496.9_DHRS3
ENSG00000221340.1_RNU6ATAC18P
ENSG00000276830.1_MIR6730
ENSG00000288927.1_ENSG00000288927
ENSG00000272482.1_ENSG00000272482
ENSG00000204518.3_AADACL4
ENSG00000226166.2_ENSG00000226166
ENSG00000188984.12_AADACL3
ENSG00000157330.10_C1orf158
ENSG00000116726.5_PRAMEF12
ENSG00000116721.9_PRAMEF1
ENSG00000228338.1_LINC01784
ENSG00000239810.3_PRAMEF11
ENSG00000231103.2_PRAMEF30P
ENSG00000179172.10_HNRNPCL1
ENSG00000120952.4_PRAMEF2
ENSG00000243073.4_PRAMEF4
ENSG00000187545.5_PRAMEF10
ENSG00000204510.5_PRAMEF7
ENSG00000207434.1_RNU6-1072P
ENSG00000234064.1_PRAMEF29P
ENSG00000232423.6_PRAMEF6
ENSG00000274178.2_PRAMEF28P
ENSG00000274764.6_PRAMEF27
ENSG00000277058.3_HNRNPCL3
ENSG00000229571.7_PRAMEF25
ENSG00000277862.1_PRAMEF34P
ENSG00000236179.1_PRAMEF35P
ENSG00000275774.3_HNRNPCL2
ENSG00000229978.1_PRAMEF36P
ENSG00000233336.1_ENSG00000233336
ENSG00000280267.5_PRAMEF26
ENSG00000179412.11_HNRNPCL4
ENSG00000204505.5_PRAMEF9
ENSG00000279169.3_PRAMEF13
ENSG00000279804.2_PRAMEF18
ENSG00000250894.1_PRAMEF31P
ENSG00000270601.4_PRAMEF5
ENSG00000231219.1_PRAMEF32P
ENSG00000207511.1_RNU6-771P
ENSG00000182330.10_PRAMEF8
ENSG00000237700.2_PRAMEF33
ENSG00000204501.7_PRAMEF15
ENSG00000228229.2_ENSG00000228229
ENSG00000204481.8_PRAMEF14
ENSG00000204480.8_PRAMEF19
ENSG00000204479.4_PRAMEF17
ENSG00000204478.10_PRAMEF20
ENSG00000162494.6_LRRC38
ENSG00000259961.1_ENSG00000259961
ENSG00000215909.3_BRWD1P1
ENSG00000162493.17_PDPN
ENSG00000222952.1_RNA5SP41
ENSG00000237445.2_ENSG00000237445
ENSG00000253085.1_ENSG00000253085
ENSG00000116731.23_PRDM2
ENSG00000289380.1_ENSG00000289380
ENSG00000189337.17_KAZN
ENSG00000252151.1_RNU6-1265P
ENSG00000231606.2_ENSG00000231606
ENSG00000234593.3_KAZN-AS1
ENSG00000235829.1_TBCAP2
ENSG00000287756.1_ENSG00000287756
ENSG00000175147.13_TMEM51-AS1
ENSG00000171729.14_TMEM51
ENSG00000204464.7_TMEM51-AS2
ENSG00000215720.4_MFFP1
ENSG00000278480.1_ZBTB2P1
ENSG00000142621.21_FHAD1
ENSG00000233485.1_FHAD1-AS1
ENSG00000236045.1_ENSG00000236045
ENSG00000228140.2_ENSG00000228140
ENSG00000142634.13_EFHD2
ENSG00000162438.12_CTRC
ENSG00000142615.8_CELA2A
ENSG00000215704.10_CELA2B
ENSG00000132906.18_CASP9
ENSG00000116138.13_DNAJC16
ENSG00000251866.1_SCARNA21B
ENSG00000272510.1_ENSG00000272510
ENSG00000116771.6_AGMAT
ENSG00000237301.1_ENSG00000237301
ENSG00000235084.3_CHCHD2P6
ENSG00000252417.1_RNU7-179P
ENSG00000236500.1_CD24P1
ENSG00000197312.12_DDI2
ENSG00000215695.2_RSC1A1
ENSG00000271742.1_ENSG00000271742
ENSG00000116786.13_PLEKHM2
ENSG00000237938.5_ENSG00000237938
ENSG00000162461.8_SLC25A34
ENSG00000224459.2_SLC25A34-AS1
ENSG00000162460.7_TMEM82
ENSG00000162458.13_FBLIM1
ENSG00000224321.1_RPL12P14
ENSG00000233954.6_UQCRHL
ENSG00000178715.8_ENSG00000178715
ENSG00000179743.4_FLJ37453
ENSG00000065526.12_SPEN
ENSG00000270620.1_ENSG00000270620
ENSG00000116809.12_ZBTB17
ENSG00000234607.2_ENSG00000234607
ENSG00000231353.1_ENSG00000231353
ENSG00000275503.1_ENSG00000275503
ENSG00000224966.4_TBC1D3P6
ENSG00000183888.4_SRARP
ENSG00000233078.1_ENSG00000233078
ENSG00000173641.18_HSPB7
ENSG00000186510.12_CLCNKA
ENSG00000232456.1_ENSG00000232456
ENSG00000184908.20_CLCNKB
ENSG00000185519.9_FAM131C
ENSG00000142627.13_EPHA2
ENSG00000227959.2_ENSG00000227959
ENSG00000224621.1_ENSG00000224621
ENSG00000234166.1_ARHGEF19-AS1
ENSG00000142632.17_ARHGEF19
ENSG00000237276.9_ANO7L1
ENSG00000288398.1_ENSG00000288398
ENSG00000132881.12_CPLANE2
ENSG00000233929.1_MT1XP1
ENSG00000037637.11_FBXO42
ENSG00000055070.17_SZRD1
ENSG00000226457.1_RPL22P3
ENSG00000187144.11_SPATA21
ENSG00000157191.20_NECAP2
ENSG00000226029.1_LINC01772
ENSG00000080947.15_CROCCP3
ENSG00000206652.1_RNU1-1
ENSG00000261135.1_ENSG00000261135
ENSG00000285853.1_ENSG00000285853
ENSG00000224174.2_ENSG00000224174
ENSG00000233421.5_LINC01783
ENSG00000277344.1_RNU1-6P
ENSG00000225710.1_PDE4DIPP8
ENSG00000219481.11_NBPF1
ENSG00000271732.1_ENSG00000271732
ENSG00000215908.10_CROCCP2
ENSG00000283773.1_ENSG00000283773
ENSG00000186301.8_MST1P2
ENSG00000282143.1_ENSG00000282143
ENSG00000207513.1_RNU1-3
ENSG00000280114.1_ENSG00000280114
ENSG00000236698.1_EIF1AXP1
ENSG00000268869.6_ESPNP
ENSG00000279151.1_ENSG00000279151
ENSG00000282740.1_ENSG00000282740
ENSG00000058453.17_CROCC
ENSG00000227684.2_CROCCP4
ENSG00000207389.1_RNU1-4
ENSG00000186715.11_MST1L
ENSG00000223643.6_ENSG00000223643
ENSG00000230239.1_PDE4DIPP9
ENSG00000263811.1_MIR3675
ENSG00000228549.5_ENSG00000228549
ENSG00000277234.1_RNU1-5P
ENSG00000238142.3_ENSG00000238142
ENSG00000235241.1_ENSG00000235241
ENSG00000207005.1_RNU1-2
ENSG00000272426.1_ENSG00000272426
ENSG00000117122.14_MFAP2
ENSG00000286898.1_ENSG00000286898
ENSG00000226526.1_ENSG00000226526
ENSG00000159363.19_ATP13A2
ENSG00000288636.1_ENSG00000288636
ENSG00000117118.10_SDHB
ENSG00000117115.13_PADI2
ENSG00000204362.6_LINC02783
ENSG00000282843.1_ENSG00000282843
ENSG00000142623.11_PADI1
ENSG00000142619.4_PADI3
ENSG00000266634.1_MIR3972
ENSG00000159339.13_PADI4
ENSG00000276747.1_PADI6
ENSG00000227751.1_RCC2-AS1
ENSG00000179051.14_RCC2
ENSG00000074964.17_ARHGEF10L
ENSG00000236648.2_LINC02810
ENSG00000117148.8_ACTL8
ENSG00000284653.1_ENSG00000284653
ENSG00000261781.1_LINC01654
ENSG00000117154.12_IGSF21
ENSG00000280222.1_ENSG00000280222
ENSG00000230035.2_IGSF21-AS1
ENSG00000225387.1_ENSG00000225387
ENSG00000179023.9_KLHDC7A
ENSG00000235282.3_DYNLL1P3
ENSG00000225478.2_ENSG00000225478
ENSG00000009709.12_PAX7
ENSG00000179002.5_TAS1R2
ENSG00000159423.17_ALDH4A1
ENSG00000265606.1_MIR4695
ENSG00000221662.1_MIR1290
ENSG00000169991.11_IFFO2
ENSG00000272084.1_ENSG00000272084
ENSG00000127481.15_UBR4
ENSG00000230424.2_EMC1-AS1
ENSG00000127463.16_EMC1
ENSG00000053372.5_MRTO4
ENSG00000286064.1_ENSG00000286064
ENSG00000211454.16_AKR7L
ENSG00000162482.5_AKR7A3
ENSG00000270728.1_ENSG00000270728
ENSG00000053371.13_AKR7A2
ENSG00000200403.1_RNU6-1099P
ENSG00000040487.13_SLC66A1
ENSG00000077549.19_CAPZB
ENSG00000240490.3_RN7SL277P
ENSG00000173436.15_MICOS10
ENSG00000201609.1_RNU4-28P
ENSG00000235185.1_ENSG00000235185
ENSG00000158747.15_NBL1
ENSG00000270136.6_MICOS10-NBL1
ENSG00000226396.1_ENSG00000226396
ENSG00000158748.4_HTR6
ENSG00000162542.14_TMCO4
ENSG00000178828.7_RNF186
ENSG00000235434.1_ENSG00000235434
ENSG00000169914.6_OTUD3
ENSG00000188784.4_PLA2G2E
ENSG00000242688.3_RN7SL304P
ENSG00000188257.12_PLA2G2A
ENSG00000127472.11_PLA2G5
ENSG00000117215.15_PLA2G2D
ENSG00000158786.5_PLA2G2F
ENSG00000227066.2_ENSG00000227066
ENSG00000187980.7_PLA2G2C
ENSG00000162543.6_UBXN10
ENSG00000228105.2_LINC01757
ENSG00000284710.1_ENSG00000284710
ENSG00000158816.16_VWA5B1
ENSG00000226664.1_ENSG00000226664
ENSG00000236963.8_LINC01141
ENSG00000226487.1_ENSG00000226487
ENSG00000284641.1_ENSG00000284641
ENSG00000284743.1_ENSG00000284743
ENSG00000162545.6_CAMK2N1
ENSG00000289402.1_ENSG00000289402
ENSG00000090432.7_MUL1
ENSG00000215520.3_RPS4XP4
ENSG00000183114.8_FAM43B
ENSG00000158825.6_CDA
ENSG00000158828.8_PINK1
ENSG00000284005.1_MIR6084
ENSG00000117242.7_PINK1-AS
ENSG00000244038.11_DDOST
ENSG00000117245.13_KIF17
ENSG00000235432.1_ENSG00000235432
ENSG00000189410.12_SH2D5
ENSG00000233069.1_ENSG00000233069
ENSG00000127483.19_HP1BP3
ENSG00000075151.24_EIF4G3
ENSG00000251914.1_RNU7-200P
ENSG00000221808.1_MIR1256
ENSG00000233072.1_RPS15AP6
ENSG00000236073.2_ENSG00000236073
ENSG00000235112.1_HSPE1P27
ENSG00000287192.1_ENSG00000287192
ENSG00000117298.16_ECE1
ENSG00000236936.1_ENSG00000236936
ENSG00000231105.2_ECE1-AS1
ENSG00000236216.5_PPP1R11P1
ENSG00000228823.1_PDE4DIPP10
ENSG00000236009.1_ENSG00000236009
ENSG00000227001.3_NBPF2P
ENSG00000187952.9_HS6ST1P1
ENSG00000186543.7_CROCCP5
ENSG00000142794.19_NBPF3
ENSG00000176378.8_PFN1P10
ENSG00000162551.14_ALPL
ENSG00000233431.1_LINC02596
ENSG00000076864.21_RAP1GAP
ENSG00000090686.16_USP48
ENSG00000231978.2_ENSG00000231978
ENSG00000187942.12_LDLRAD2
ENSG00000142798.20_HSPG2
ENSG00000232037.3_ENSG00000232037
ENSG00000283234.1_ENSG00000283234
ENSG00000219073.8_CELA3B
ENSG00000285959.1_ENSG00000285959
ENSG00000273610.1_RN7SL386P
ENSG00000201919.1_RNU6-1022P
ENSG00000142789.20_CELA3A
ENSG00000278124.1_RN7SL186P
ENSG00000201273.1_RNU6-776P
ENSG00000228397.3_LINC01635
ENSG00000218510.9_LINC00339
ENSG00000070831.17_CDC42
ENSG00000285752.1_CDC42-AS1
ENSG00000285794.1_ENSG00000285794
ENSG00000230068.2_CDC42-IT1
ENSG00000271428.1_MPHOSPH6P1
ENSG00000162552.15_WNT4
ENSG00000285873.1_ENSG00000285873
ENSG00000266564.1_MIR4418
ENSG00000234397.3_PPIAP34
ENSG00000279625.1_ENSG00000279625
ENSG00000184677.18_ZBTB40
ENSG00000237200.1_ZBTB40-IT1
ENSG00000070886.12_EPHA8
ENSG00000276835.2_MIR6127
ENSG00000173372.17_C1QA
ENSG00000159189.12_C1QC
ENSG00000173369.17_C1QB
ENSG00000133216.17_EPHB2
ENSG00000265422.1_MIR4684
ENSG00000225952.1_ENSG00000225952
ENSG00000264014.1_MIR4253
ENSG00000215906.8_LACTBL1
ENSG00000227868.7_TEX46
ENSG00000004487.18_KDM1A
ENSG00000240553.1_ENSG00000240553
ENSG00000263793.1_MIR3115
ENSG00000266802.1_ENSG00000266802
ENSG00000169641.14_LUZP1
ENSG00000229010.1_ENSG00000229010
ENSG00000206935.1_RNU6-514P
ENSG00000252578.1_RNU6-135P
ENSG00000289014.1_ENSG00000289014
ENSG00000179546.5_HTR1D
ENSG00000215381.3_ENSG00000215381
ENSG00000261326.4_LINC01355
